SURVEY_DATE,PRODUCT_ID,PRODUCT_NAME,,VAT,EXCISE,NET,CHANGE,PRICE
21-01-2013,8,Heavy fuel oil,,0,31.39,564.55,-20.88,595.94
28-01-2013,1,Euro-Super 95,,303.96,728.4,719.04,9.17,1751.4
28-01-2013,2,Automotive gas oil,,293.48,617.4,780.12,7.87,1691
28-01-2013,3,Heating gas oil,,250.94,403.21,791.73,11.94,1445.88
28-01-2013,5,LPG,,149.28,147.27,563.59,-4.87,860.14
28-01-2013,6,Residual fuel oil,,89.82,166.84,731.32,-0.56,987.98
28-01-2013,8,Heavy fuel oil,,0,31.39,578.42,13.87,609.81
04-02-2013,1,Euro-Super 95,,306.25,728.4,729.91,13.16,1764.56
04-02-2013,2,Automotive gas oil,,294.07,617.4,782.94,3.41,1694.41
04-02-2013,3,Heating gas oil,,250.47,403.21,789.51,-2.69,1443.19
04-02-2013,5,LPG,,148.91,147.27,561.82,-2.14,858
04-02-2013,6,Residual fuel oil,,89.38,166.84,727,-4.76,983.22
04-02-2013,8,Heavy fuel oil,,0,31.39,573.06,-5.36,604.45
11-02-2013,1,Euro-Super 95,,308.63,728.4,741.29,13.76,1778.32
11-02-2013,2,Automotive gas oil,,294.5,617.4,784.96,2.45,1696.86
11-02-2013,3,Heating gas oil,,253.46,403.21,803.72,17.2,1460.39
11-02-2013,5,LPG,,148.54,147.27,560.07,-2.12,855.88
11-02-2013,6,Residual fuel oil,,91.16,166.84,744.78,19.56,1002.78
11-02-2013,8,Heavy fuel oil,,0,31.39,597.21,24.15,628.6
18-02-2013,1,Euro-Super 95,,311.7,728.4,755.91,17.69,1796.01
18-02-2013,2,Automotive gas oil,,295.91,617.4,791.7,8.15,1705.01
18-02-2013,3,Heating gas oil,,255.02,403.21,811.16,9,1469.39
18-02-2013,5,LPG,,148.55,147.27,560.11,0.05,855.93
18-02-2013,6,Residual fuel oil,,91.87,166.84,751.85,7.78,1010.56
18-02-2013,8,Heavy fuel oil,,0,31.39,605,7.79,636.39
25-02-2013,1,Euro-Super 95,,314.21,728.4,767.81,14.41,1810.42
25-02-2013,2,Automotive gas oil,,296.94,617.4,796.62,5.95,1710.96
25-02-2013,3,Heating gas oil,,253.48,403.21,803.82,-8.88,1460.51
25-02-2013,5,LPG,,148.4,147.27,559.39,-0.87,855.06
25-02-2013,6,Residual fuel oil,,90.72,166.84,740.35,-12.65,997.91
25-02-2013,8,Heavy fuel oil,,0,31.39,580.44,-24.56,611.83
04-03-2013,1,Euro-Super 95,,314.08,728.4,767.24,-0.7,1809.72
04-03-2013,2,Automotive gas oil,,296.09,617.4,792.53,-4.94,1706.02
04-03-2013,3,Heating gas oil,,249.78,403.21,786.21,-21.31,1439.2
04-03-2013,5,LPG,,147.44,147.27,554.81,-5.54,849.52
04-03-2013,6,Residual fuel oil,,89.62,166.84,729.4,-12.05,985.86
04-03-2013,8,Heavy fuel oil,,0,31.39,568.49,-11.95,599.88
11-03-2013,1,Euro-Super 95,,313.06,728.4,762.36,-5.9,1803.82
11-03-2013,2,Automotive gas oil,,294.79,617.4,786.35,-7.48,1698.54
11-03-2013,3,Heating gas oil,,249.16,403.21,783.27,-3.56,1435.64
11-03-2013,5,LPG,,146.1,147.27,548.44,-7.71,841.81
11-03-2013,6,Residual fuel oil,,89.72,166.84,730.41,1.11,986.97
11-03-2013,8,Heavy fuel oil,,0,31.39,569.12,0.63,600.51
18-03-2013,1,Euro-Super 95,,310.35,728.4,749.47,-15.6,1788.22
18-03-2013,2,Automotive gas oil,,292.78,617.4,776.8,-11.56,1686.98
18-03-2013,3,Heating gas oil,,247.98,403.21,777.62,-6.83,1428.81
18-03-2013,5,LPG,,144.95,147.27,542.94,-6.65,835.16
18-03-2013,6,Residual fuel oil,,89.05,166.84,723.69,-7.39,979.58
18-03-2013,8,Heavy fuel oil,,0,31.39,559.02,-10.1,590.41
25-03-2013,1,Euro-Super 95,,309,728.4,743,-7.82,1780.4
25-03-2013,2,Automotive gas oil,,291.41,617.4,770.24,-7.93,1679.05
25-03-2013,3,Heating gas oil,,246.51,403.21,770.63,-8.46,1420.35
25-03-2013,5,LPG,,145.09,147.27,543.66,0.86,836.02
25-03-2013,6,Residual fuel oil,,88.58,166.84,718.97,-5.19,974.39
25-03-2013,8,Heavy fuel oil,,0,31.39,556.06,-2.96,587.45
08-04-2013,1,Euro-Super 95,,307.37,728.4,735.27,-9.36,1771.04
08-04-2013,2,Automotive gas oil,,289.37,617.4,760.53,-11.75,1667.3
08-04-2013,3,Heating gas oil,,246.03,403.21,768.36,-2.75,1417.6
08-04-2013,5,LPG,,142.81,147.27,532.78,-13.16,822.86
08-04-2013,6,Residual fuel oil,,87.17,166.84,704.89,-15.49,958.9
08-04-2013,8,Heavy fuel oil,,0,31.39,548.24,-7.82,579.63
15-04-2013,1,Euro-Super 95,,304.26,728.4,720.43,-17.95,1753.09
15-04-2013,2,Automotive gas oil,,286.15,617.4,745.22,-18.53,1648.77
15-04-2013,3,Heating gas oil,,243,403.21,753.92,-17.47,1400.13
15-04-2013,5,LPG,,138.32,147.27,511.4,-25.87,796.99
15-04-2013,6,Residual fuel oil,,87.85,166.84,711.67,7.46,966.36
15-04-2013,8,Heavy fuel oil,,0,31.39,534.66,-13.58,566.05
22-04-2013,1,Euro-Super 95,,299.01,728.4,695.44,-30.24,1722.85
22-04-2013,2,Automotive gas oil,,281.43,617.4,722.77,-27.17,1621.6
22-04-2013,3,Heating gas oil,,239.96,403.21,739.47,-17.49,1382.64
22-04-2013,5,LPG,,138.05,147.27,510.13,-1.54,795.45
22-04-2013,6,Residual fuel oil,,87.7,166.84,710.21,-1.61,964.75
22-04-2013,8,Heavy fuel oil,,0,31.39,516.84,-17.82,548.23
29-04-2013,1,Euro-Super 95,,296.98,728.4,685.77,-11.7,1711.15
29-04-2013,2,Automotive gas oil,,279.09,617.4,711.6,-13.51,1608.09
29-04-2013,3,Heating gas oil,,241.57,403.21,747.15,9.29,1391.93
29-04-2013,5,LPG,,138.03,147.27,510.04,-0.11,795.34
29-04-2013,6,Residual fuel oil,,86.55,166.84,698.61,-12.75,952
29-04-2013,8,Heavy fuel oil,,0,31.39,530.95,14.11,562.34
06-05-2013,1,Euro-Super 95,,297.31,728.4,687.38,1.94,1713.09
06-05-2013,2,Automotive gas oil,,279.16,617.4,711.92,0.39,1608.48
06-05-2013,3,Heating gas oil,,233.78,403.21,710.04,-44.9,1347.03
06-05-2013,5,LPG,,135.67,147.27,498.78,-13.62,781.72
06-05-2013,6,Residual fuel oil,,83,166.84,663.13,-39.03,912.97
06-05-2013,8,Heavy fuel oil,,0,31.39,511.07,-19.88,542.46
13-05-2013,1,Euro-Super 95,,296.75,728.4,684.69,-3.25,1709.84
13-05-2013,2,Automotive gas oil,,278.58,617.4,709.2,-3.3,1605.18
13-05-2013,3,Heating gas oil,,239.78,403.21,738.62,34.58,1381.61
13-05-2013,5,LPG,,132.8,147.27,485.12,-16.53,765.19
13-05-2013,6,Residual fuel oil,,86.76,166.84,700.8,41.43,954.4
13-05-2013,8,Heavy fuel oil,,0,31.39,547.06,35.99,578.45
20-05-2013,1,Euro-Super 95,,298.02,728.4,690.72,7.3,1717.14
20-05-2013,2,Automotive gas oil,,280.29,617.4,717.34,9.85,1615.03
20-05-2013,3,Heating gas oil,,241.07,403.21,744.73,7.4,1389.01
20-05-2013,5,LPG,,132.86,147.27,485.39,0.33,765.52
20-05-2013,6,Residual fuel oil,,88.04,166.84,713.6,14.08,968.48
20-05-2013,8,Heavy fuel oil,,0,31.39,543.92,-3.14,575.31
27-05-2013,1,Euro-Super 95,,300.76,728.4,703.81,15.83,1732.97
27-05-2013,2,Automotive gas oil,,282.56,617.4,728.1,13.03,1628.06
27-05-2013,3,Heating gas oil,,238.54,403.21,732.72,-14.54,1374.47
27-05-2013,5,LPG,,132.67,147.27,484.49,-1.09,764.43
27-05-2013,6,Residual fuel oil,,86.73,166.84,700.51,-14.4,954.08
27-05-2013,8,Heavy fuel oil,,0,31.39,533.98,-9.94,565.37
03-06-2013,1,Euro-Super 95,,301.37,728.4,706.71,3.51,1736.48
03-06-2013,2,Automotive gas oil,,283.11,617.4,730.73,3.18,1631.24
03-06-2013,3,Heating gas oil,,238.12,403.21,730.69,-2.45,1372.02
03-06-2013,5,LPG,,131.08,147.27,476.92,-9.16,755.27
03-06-2013,6,Residual fuel oil,,86.12,166.84,694.38,-6.74,947.34
03-06-2013,8,Heavy fuel oil,,0,31.39,531.04,-2.94,562.43
10-06-2013,1,Euro-Super 95,,301.2,728.4,705.86,-1.02,1735.46
10-06-2013,2,Automotive gas oil,,282.33,617.4,727,-4.51,1626.73
10-06-2013,3,Heating gas oil,,236.55,403.21,723.24,-9.02,1363
10-06-2013,5,LPG,,130.58,147.27,474.52,-2.9,752.37
10-06-2013,6,Residual fuel oil,,86.52,166.84,698.36,4.38,951.72
10-06-2013,8,Heavy fuel oil,,0,31.39,538.12,7.08,569.51
17-06-2013,1,Euro-Super 95,,300.45,728.4,702.31,-4.3,1731.16
17-06-2013,2,Automotive gas oil,,281.51,617.4,723.11,-4.71,1622.02
17-06-2013,3,Heating gas oil,,237.05,403.21,725.61,2.87,1365.87
17-06-2013,5,LPG,,130.38,147.27,473.56,-1.16,751.21
17-06-2013,6,Residual fuel oil,,85.86,166.84,691.72,-7.3,944.42
17-06-2013,8,Heavy fuel oil,,0,31.39,532.39,-5.73,563.78
24-06-2013,1,Euro-Super 95,,300.62,728.4,703.13,0.99,1732.15
24-06-2013,2,Automotive gas oil,,282.09,617.4,725.9,3.37,1625.39
24-06-2013,3,Heating gas oil,,235.44,403.21,717.96,-9.26,1356.61
24-06-2013,5,LPG,,130.41,147.27,473.71,0.18,751.39
24-06-2013,6,Residual fuel oil,,84.99,166.84,683.1,-9.49,934.93
24-06-2013,8,Heavy fuel oil,,0,31.39,527.94,-4.45,559.33
01-07-2013,1,Euro-Super 95,,301.12,728.4,705.51,2.88,1735.03
01-07-2013,2,Automotive gas oil,,282.16,617.4,726.22,0.39,1625.78
01-07-2013,3,Heating gas oil,,241.21,403.21,745.43,33.24,1389.85
01-07-2013,5,LPG,,130.62,147.27,474.74,1.24,752.63
01-07-2013,6,Residual fuel oil,,86.55,166.84,698.64,17.1,952.03
01-07-2013,8,Heavy fuel oil,,0,31.39,529.27,1.33,560.66
08-07-2013,1,Euro-Super 95,,302.1,728.4,710.19,5.66,1740.69
08-07-2013,2,Automotive gas oil,,283.22,617.4,731.29,6.13,1631.91
08-07-2013,3,Heating gas oil,,242.99,403.21,753.86,10.21,1400.06
08-07-2013,5,LPG,,132.64,147.27,484.37,11.65,764.28
08-07-2013,6,Residual fuel oil,,86.9,166.84,702.19,3.9,955.93
08-07-2013,8,Heavy fuel oil,,0,31.39,534.48,5.21,565.87
15-07-2013,1,Euro-Super 95,,305.82,728.4,727.91,21.44,1762.13
15-07-2013,2,Automotive gas oil,,286.84,617.4,748.48,20.81,1652.72
15-07-2013,3,Heating gas oil,,243.37,403.21,755.67,2.19,1402.25
15-07-2013,5,LPG,,134.47,147.27,493.04,10.5,774.78
15-07-2013,6,Residual fuel oil,,86.87,166.84,701.91,-0.31,955.62
15-07-2013,8,Heavy fuel oil,,0,31.39,538.5,4.02,569.89
22-07-2013,1,Euro-Super 95,,307.43,728.4,735.58,9.28,1771.41
22-07-2013,2,Automotive gas oil,,288.32,617.4,755.53,8.53,1661.25
22-07-2013,3,Heating gas oil,,245.28,403.21,764.8,11.04,1413.29
22-07-2013,5,LPG,,135.49,147.27,497.91,5.89,780.67
22-07-2013,6,Residual fuel oil,,86.57,166.84,698.89,-3.32,952.3
22-07-2013,8,Heavy fuel oil,,0,31.39,534.04,-4.46,565.43
29-07-2013,1,Euro-Super 95,,307.41,728.4,735.48,-0.12,1771.29
29-07-2013,2,Automotive gas oil,,288.23,617.4,755.1,-0.52,1660.73
29-07-2013,3,Heating gas oil,,242.93,403.21,753.59,-13.56,1399.73
29-07-2013,5,LPG,,134.8,147.27,494.62,-3.98,776.69
29-07-2013,6,Residual fuel oil,,86.12,166.84,694.31,-5.03,947.27
29-07-2013,8,Heavy fuel oil,,0,31.39,531.86,-2.18,563.25
05-08-2013,1,Euro-Super 95,,307.16,728.4,734.25,-1.48,1769.81
05-08-2013,2,Automotive gas oil,,288.04,617.4,754.24,-1.05,1659.68
05-08-2013,3,Heating gas oil,,244.67,403.21,761.86,10.01,1409.74
05-08-2013,5,LPG,,136.36,147.27,502.04,8.98,785.67
05-08-2013,6,Residual fuel oil,,86.23,166.84,695.44,1.24,948.51
05-08-2013,8,Heavy fuel oil,,0,31.39,533.35,1.49,564.74
12-08-2013,1,Euro-Super 95,,306.98,728.4,733.41,-1.02,1768.79
12-08-2013,2,Automotive gas oil,,287.81,617.4,753.1,-1.37,1658.31
12-08-2013,3,Heating gas oil,,241.88,403.21,748.59,-16.06,1393.68
12-08-2013,5,LPG,,137.14,147.27,505.77,4.51,790.18
12-08-2013,6,Residual fuel oil,,88.17,166.84,714.84,21.34,969.85
12-08-2013,8,Heavy fuel oil,,0,31.39,511.19,-22.16,542.58
19-08-2013,1,Euro-Super 95,,305.8,728.4,727.81,-6.78,1762.01
19-08-2013,2,Automotive gas oil,,286.88,617.4,748.68,-5.35,1652.96
19-08-2013,3,Heating gas oil,,244.89,403.21,762.94,17.36,1411.04
19-08-2013,5,LPG,,137.24,147.27,506.28,0.61,790.79
19-08-2013,6,Residual fuel oil,,87.04,166.84,703.55,-12.42,957.43
19-08-2013,8,Heavy fuel oil,,0,31.39,540.49,29.3,571.88
26-08-2013,1,Euro-Super 95,,307.01,728.4,733.57,6.97,1768.98
26-08-2013,2,Automotive gas oil,,288.09,617.4,754.47,7,1659.96
26-08-2013,3,Heating gas oil,,244.01,403.21,758.72,-5.1,1405.94
26-08-2013,5,LPG,,137.26,147.27,506.35,0.09,790.88
26-08-2013,6,Residual fuel oil,,87.3,166.84,706.11,2.82,960.25
26-08-2013,8,Heavy fuel oil,,0,31.39,539.33,-1.16,570.72
02-09-2013,1,Euro-Super 95,,309.21,728.4,744.02,12.65,1781.63
02-09-2013,2,Automotive gas oil,,289.79,617.4,762.56,9.79,1669.75
02-09-2013,3,Heating gas oil,,248.66,403.21,780.86,26.79,1432.73
02-09-2013,5,LPG,,137.49,147.27,507.47,1.35,792.23
02-09-2013,6,Residual fuel oil,,89.21,166.84,725.29,21.09,981.34
02-09-2013,8,Heavy fuel oil,,0,31.39,545.54,6.21,576.93
09-09-2013,1,Euro-Super 95,,309.97,728.4,747.66,4.4,1786.03
09-09-2013,2,Automotive gas oil,,291.7,617.4,771.64,10.99,1680.74
09-09-2013,3,Heating gas oil,,248.81,403.21,781.59,0.88,1433.61
09-09-2013,5,LPG,,139.31,147.27,516.11,10.46,802.69
09-09-2013,6,Residual fuel oil,,88.52,166.84,718.31,-7.67,973.67
09-09-2013,8,Heavy fuel oil,,0,31.39,549.1,3.56,580.49
16-09-2013,1,Euro-Super 95,,308.21,728.4,739.26,-10.16,1775.87
16-09-2013,2,Automotive gas oil,,291.87,617.4,772.44,0.97,1681.71
16-09-2013,3,Heating gas oil,,248.54,403.21,780.31,-1.55,1432.06
16-09-2013,5,LPG,,139.2,147.27,515.58,-0.64,802.05
16-09-2013,6,Residual fuel oil,,88.23,166.84,715.48,-3.12,970.55
16-09-2013,8,Heavy fuel oil,,0,31.39,543.71,-5.39,575.1
23-09-2013,1,Euro-Super 95,,304.39,728.4,721.06,-22.02,1753.85
23-09-2013,2,Automotive gas oil,,291.14,617.4,768.97,-4.2,1677.51
23-09-2013,3,Heating gas oil,,244.59,403.21,761.51,-22.75,1409.31
23-09-2013,5,LPG,,137.98,147.27,509.78,-7.02,795.03
23-09-2013,6,Residual fuel oil,,87.2,166.84,705.12,-11.39,959.16
23-09-2013,8,Heavy fuel oil,,0,31.39,533,-10.71,564.39
30-09-2013,1,Euro-Super 95,,300.87,728.4,704.32,-20.26,1733.59
30-09-2013,2,Automotive gas oil,,288.51,617.4,756.47,-15.13,1662.38
30-09-2013,3,Heating gas oil,,241.97,403.21,749.04,-15.09,1394.22
30-09-2013,5,LPG,,137.48,147.27,507.42,-2.86,792.17
30-09-2013,6,Residual fuel oil,,86.87,166.84,701.91,-3.54,955.62
30-09-2013,8,Heavy fuel oil,,0,31.39,528.67,-4.33,560.06
07-10-2013,1,Euro-Super 95,,312.61,728.4,692.53,-0.05,1733.54
07-10-2013,2,Automotive gas oil,,299.9,617.4,745.77,0.69,1663.07
07-10-2013,3,Heating gas oil,,253.5,403.21,749.07,11.56,1405.78
07-10-2013,5,LPG,,142.7,147.27,501.39,-0.81,791.36
07-10-2013,6,Residual fuel oil,,86.44,166.84,697.59,-4.75,950.87
07-10-2013,8,Heavy fuel oil,,0,31.39,520.96,-7.71,552.35
14-10-2013,1,Euro-Super 95,,311.73,728.4,688.54,-4.87,1728.67
14-10-2013,2,Automotive gas oil,,299.36,617.4,743.34,-2.97,1660.1
14-10-2013,3,Heating gas oil,,257.08,403.21,765.32,19.83,1425.61
14-10-2013,5,LPG,,142.08,147.27,498.56,-3.45,787.91
14-10-2013,6,Residual fuel oil,,88.71,166.84,720.25,24.93,975.8
14-10-2013,8,Heavy fuel oil,,0,31.39,524.35,3.39,555.74
21-10-2013,1,Euro-Super 95,,311.36,728.4,686.9,-2.01,1726.66
21-10-2013,2,Automotive gas oil,,299.05,617.4,741.92,-1.73,1658.37
21-10-2013,3,Heating gas oil,,254,403.21,751.35,-17.05,1408.56
21-10-2013,5,LPG,,141.92,147.27,497.84,-0.88,787.03
21-10-2013,6,Residual fuel oil,,87.79,166.84,711.07,-10.1,965.7
21-10-2013,8,Heavy fuel oil,,0,31.39,516.05,-8.3,547.44
28-10-2013,1,Euro-Super 95,,309.66,728.4,679.17,-9.43,1717.23
28-10-2013,2,Automotive gas oil,,297.59,617.4,735.28,-8.1,1650.27
28-10-2013,3,Heating gas oil,,251.86,403.21,741.61,-11.88,1396.68
28-10-2013,5,LPG,,140.94,147.27,493.38,-5.44,781.59
28-10-2013,6,Residual fuel oil,,84.43,166.84,677.45,-36.98,928.72
28-10-2013,8,Heavy fuel oil,,0,31.39,500.68,-15.37,532.07
04-11-2013,1,Euro-Super 95,,306.69,728.4,665.63,-16.51,1700.72
04-11-2013,2,Automotive gas oil,,294.64,617.4,721.86,-16.37,1633.9
04-11-2013,3,Heating gas oil,,253.69,403.21,749.91,10.13,1406.81
04-11-2013,5,LPG,,140.48,147.27,491.26,-2.58,779.01
04-11-2013,6,Residual fuel oil,,87.5,166.84,708.21,33.83,962.55
04-11-2013,8,Heavy fuel oil,,0,31.39,507.58,6.9,538.97
11-11-2013,1,Euro-Super 95,,306.63,728.4,665.37,-0.32,1700.4
11-11-2013,2,Automotive gas oil,,294.54,617.4,721.44,-0.52,1633.38
11-11-2013,3,Heating gas oil,,249.09,403.21,728.99,-25.52,1381.29
11-11-2013,5,LPG,,141.02,147.27,493.74,3.02,782.03
11-11-2013,6,Residual fuel oil,,85.04,166.84,683.52,-27.15,935.4
11-11-2013,8,Heavy fuel oil,,0,31.39,511.65,4.07,543.04
18-11-2013,1,Euro-Super 95,,306.87,728.4,666.47,1.34,1701.74
18-11-2013,2,Automotive gas oil,,294.9,617.4,723.08,2,1635.38
18-11-2013,3,Heating gas oil,,254.11,403.21,751.83,27.86,1409.15
18-11-2013,5,LPG,,141.06,147.27,493.93,0.23,782.26
18-11-2013,6,Residual fuel oil,,88.14,166.84,714.54,34.12,969.52
18-11-2013,8,Heavy fuel oil,,0,31.39,518.84,7.19,550.23
25-11-2013,1,Euro-Super 95,,309.1,728.4,676.62,12.38,1714.12
25-11-2013,2,Automotive gas oil,,296.9,617.4,732.13,11.05,1646.43
25-11-2013,3,Heating gas oil,,255.51,403.21,758.2,7.77,1416.92
25-11-2013,5,LPG,,141.96,147.27,497.98,4.95,787.21
25-11-2013,6,Residual fuel oil,,88.37,166.84,716.82,2.51,972.03
25-11-2013,8,Heavy fuel oil,,0,31.39,525.31,6.47,556.7
02-12-2013,1,Euro-Super 95,,311.23,728.4,686.28,11.79,1725.91
02-12-2013,2,Automotive gas oil,,298.77,617.4,740.64,10.38,1656.81
02-12-2013,3,Heating gas oil,,257.21,403.21,765.92,9.42,1426.34
02-12-2013,5,LPG,,142.6,147.27,500.9,3.56,790.77
02-12-2013,6,Residual fuel oil,,89.49,166.84,728.07,12.37,984.4
02-12-2013,8,Heavy fuel oil,,0,31.39,531.18,5.87,562.57
09-12-2013,1,Euro-Super 95,,311.68,728.4,688.34,2.51,1728.42
09-12-2013,2,Automotive gas oil,,298.92,617.4,741.3,0.81,1657.62
09-12-2013,3,Heating gas oil,,257.94,403.21,769.27,4.08,1430.42
09-12-2013,5,LPG,,152.51,147.27,545.94,54.95,845.72
09-12-2013,6,Residual fuel oil,,89.73,166.84,730.51,2.68,987.08
09-12-2013,8,Heavy fuel oil,,0,31.39,536.5,5.32,567.89
16-12-2013,1,Euro-Super 95,,311.63,728.4,688.12,-0.27,1728.15
16-12-2013,2,Automotive gas oil,,298.62,617.4,739.95,-1.65,1655.97
16-12-2013,3,Heating gas oil,,255.28,403.21,757.15,-14.78,1415.64
16-12-2013,5,LPG,,157.14,147.27,567.01,25.7,871.42
16-12-2013,6,Residual fuel oil,,87.78,166.84,710.93,-21.53,965.55
16-12-2013,8,Heavy fuel oil,,0,31.39,520.98,-15.52,552.37
06-01-2014,1,Euro-Super 95,,311.84,728.4,689.04,1.13,1729.28
06-01-2014,2,Automotive gas oil,,298.74,617.4,740.51,0.68,1656.65
06-01-2014,3,Heating gas oil,,253.75,403.21,750.21,-8.47,1407.17
06-01-2014,5,LPG,,160.19,147.27,580.87,16.91,888.33
06-01-2014,6,Residual fuel oil,,87.18,166.84,704.92,-6.61,958.94
06-01-2014,8,Heavy fuel oil,,0,31.39,505.96,-15.02,537.35
13-01-2014,1,Euro-Super 95,,310.64,728.4,683.6,-6.64,1722.64
13-01-2014,2,Automotive gas oil,,297.49,617.4,734.8,-6.96,1649.69
13-01-2014,3,Heating gas oil,,251.41,403.21,739.56,-12.99,1394.18
13-01-2014,5,LPG,,158.42,147.27,572.8,-9.84,878.49
13-01-2014,6,Residual fuel oil,,88.01,166.84,713.24,9.15,968.09
13-01-2014,8,Heavy fuel oil,,0,31.39,512.77,6.81,544.16
20-01-2014,1,Euro-Super 95,,309.87,728.4,680.08,-4.29,1718.35
20-01-2014,2,Automotive gas oil,,296.09,617.4,728.45,-7.75,1641.94
20-01-2014,3,Heating gas oil,,252.05,403.21,742.46,3.54,1397.72
20-01-2014,5,LPG,,155.72,147.27,560.55,-14.95,863.54
20-01-2014,6,Residual fuel oil,,87.79,166.84,711.1,-2.36,965.73
20-01-2014,8,Heavy fuel oil,,0,31.39,518.66,5.89,550.05
27-01-2014,1,Euro-Super 95,,309.33,728.4,677.64,-2.98,1715.37
27-01-2014,2,Automotive gas oil,,295.65,617.4,726.44,-2.45,1639.49
27-01-2014,3,Heating gas oil,,254.12,403.21,751.87,11.48,1409.2
27-01-2014,5,LPG,,153.92,147.27,552.37,-9.98,853.56
27-01-2014,6,Residual fuel oil,,87.97,166.84,712.81,1.89,967.62
27-01-2014,8,Heavy fuel oil,,0,31.39,521.54,2.88,552.93
03-02-2014,1,Euro-Super 95,,309.04,728.4,676.31,-1.62,1713.75
03-02-2014,2,Automotive gas oil,,295.61,617.4,726.3,-0.18,1639.31
03-02-2014,3,Heating gas oil,,255.05,403.21,756.12,5.18,1414.38
03-02-2014,5,LPG,,152.12,147.27,544.21,-9.96,843.6
03-02-2014,6,Residual fuel oil,,89.04,166.84,723.54,11.8,979.42
03-02-2014,8,Heavy fuel oil,,0,31.39,540.58,19.04,571.97
10-02-2014,1,Euro-Super 95,,308.56,728.4,674.14,-2.65,1711.1
10-02-2014,2,Automotive gas oil,,295.09,617.4,723.93,-2.89,1636.42
10-02-2014,3,Heating gas oil,,254.32,403.21,752.78,-4.07,1410.31
10-02-2014,5,LPG,,148.09,147.27,525.89,-22.35,821.25
10-02-2014,6,Residual fuel oil,,89.13,166.84,724.51,1.06,980.48
10-02-2014,8,Heavy fuel oil,,0,31.39,546.29,5.71,577.68
17-02-2014,1,Euro-Super 95,,309.2,728.4,677.06,3.56,1714.66
17-02-2014,2,Automotive gas oil,,295.37,617.4,725.21,1.56,1637.98
17-02-2014,3,Heating gas oil,,255.02,403.21,755.98,3.9,1414.21
17-02-2014,5,LPG,,146.49,147.27,518.61,-8.88,812.37
17-02-2014,6,Residual fuel oil,,89.22,166.84,725.36,0.94,981.42
17-02-2014,8,Heavy fuel oil,,0,31.39,547.74,1.45,579.13
24-02-2014,1,Euro-Super 95,,309.78,728.4,679.69,3.21,1717.87
24-02-2014,2,Automotive gas oil,,295.18,617.4,724.34,-1.06,1636.92
24-02-2014,3,Heating gas oil,,255.96,403.21,760.22,5.18,1419.39
24-02-2014,5,LPG,,145.24,147.27,512.91,-6.95,805.42
24-02-2014,6,Residual fuel oil,,89.63,166.84,729.44,4.49,985.91
24-02-2014,8,Heavy fuel oil,,0,31.39,553.63,5.89,585.02
03-03-2014,1,Euro-Super 95,,309.78,730.8,677.29,0,1717.87
03-03-2014,2,Automotive gas oil,,294.99,619.8,721.04,-1.09,1635.83
03-03-2014,3,Heating gas oil,,254.67,403.21,754.4,-7.11,1412.28
03-03-2014,5,LPG,,144.51,147.27,509.59,-4.05,801.37
03-03-2014,6,Residual fuel oil,,89.8,166.84,731.2,1.93,987.84
03-03-2014,8,Heavy fuel oil,,0,31.39,548.91,-4.72,580.3
10-03-2014,1,Euro-Super 95,,309.64,730.8,676.66,-0.77,1717.1
10-03-2014,2,Automotive gas oil,,294.9,619.8,720.66,-0.47,1635.36
10-03-2014,3,Heating gas oil,,252.94,403.21,746.49,-9.64,1402.64
10-03-2014,5,LPG,,142.37,147.27,499.85,-11.88,789.49
10-03-2014,6,Residual fuel oil,,89.24,166.84,725.6,-6.16,981.68
10-03-2014,8,Heavy fuel oil,,0,31.39,548.86,-0.05,580.25
17-03-2014,1,Euro-Super 95,,308.87,730.8,673.15,-4.28,1712.82
17-03-2014,2,Automotive gas oil,,293.46,619.8,714.09,-8.01,1627.35
17-03-2014,3,Heating gas oil,,251.62,403.21,740.51,-7.3,1395.34
17-03-2014,5,LPG,,139.74,147.27,487.9,-14.58,774.91
17-03-2014,6,Residual fuel oil,,88.48,166.84,717.97,-8.39,973.29
17-03-2014,8,Heavy fuel oil,,0,31.39,538.73,-10.13,570.12
24-03-2014,1,Euro-Super 95,,307.38,730.8,666.37,-8.27,1704.55
24-03-2014,2,Automotive gas oil,,291.41,619.8,704.78,-11.36,1615.99
24-03-2014,3,Heating gas oil,,252.38,403.21,743.96,4.21,1399.55
24-03-2014,5,LPG,,139.2,147.27,485.45,-2.99,771.92
24-03-2014,6,Residual fuel oil,,88.76,166.84,720.77,3.08,976.37
24-03-2014,8,Heavy fuel oil,,0,31.39,546.33,7.6,577.72
31-03-2014,1,Euro-Super 95,,309.16,730.8,674.48,9.89,1714.44
31-03-2014,2,Automotive gas oil,,292.63,619.8,710.36,6.8,1622.79
31-03-2014,3,Heating gas oil,,251.23,403.21,738.77,-6.34,1393.21
31-03-2014,5,LPG,,138.39,147.27,481.75,-4.51,767.41
31-03-2014,6,Residual fuel oil,,88.37,166.84,716.86,-4.3,972.07
31-03-2014,8,Heavy fuel oil,,0,31.39,550.06,3.73,581.45
07-04-2014,1,Euro-Super 95,,310.68,730.8,681.37,8.41,1722.85
07-04-2014,2,Automotive gas oil,,293.47,619.8,714.16,4.64,1627.43
07-04-2014,3,Heating gas oil,,249.7,403.21,731.8,-8.5,1384.71
07-04-2014,5,LPG,,138.48,147.27,482.16,0.5,767.91
